text,label
प्रचण्डले देशमा जन्मलिनु देश नेपालीको बिडम्बना १०० बर्ष पछाडि धकेल्यो,0
मार्क्सवादी हुनुहुन्छ आङ्सिक द्वोन्द्ववादी हुनु भो,0
अत आधा कम्निष्ट हुनु भो आत्मसमीक्षा देशको नेता किनकी आधी आऊन सकेका छैनन चाँही अङ्सिक राजनीतिक मानिस,2
सफलताको शुभकामना,1
आफ्नु ज्यान जोगाउनु देस बलि चडाइ रा चोर,0
दलाल भगाउ देश बचाउ,0
माथी अपेक्षा जनता अघि बढ्नुस कमरेड,1
गरिब नेता,0
नमरीनजेल छोर्दैनस मूला तेरो सन्तान हरु धनी पर्नू,0
लाल सलाम,1
लाल सलाम,1
नेपाल बनाउन केहिनकेही हात सम्मान एमाले हु जस्ले भनुन राम्रो राम्रोनी भन्नू,1
अग्रिम शुभकामना रचना गौतमलाई,1
रजत पात बागिना ग्लामर गफ हुनुहुदैन गित संगीत चलचित्रको बेथिति हटाउन कार्यक्रम हुनुपर्छ,1
रजतपट बागिनामा तेहि कुराको सत्य बताइन्छ सत्य पचाउन हर कोहिलाई गारो कार्यक्रम सुरुवात मन परेको जस्ले भनेनी प्रकाश सुवेदी निडर पत्रकार लाग्छ बेस्ट,1
प्रकाशजिकाे कार्यक्रम हेर्ने बानि भईसक्याे उहाँको बाेलिमा काम दम छ️अगाडि बढ्दै जानु,1
स्वर आवाज अभिनय जोकरलाई प्रकाश सरले घरी घरी तपाईंको कार्यक्रम ल्याएरा झन भाईरल बनाउनुहुन्छ,0
प्रकाश सर तपाईँ 10 आउला जोडी नमस्ते तपाईँ ठूलो फ्यान,1
प्रकाश दाजुको पत्रकारिताको फ्यान जति हाजिर हौत,2
काँठ क्षेत्रतिर ध्यान दिनुपर्यो याे कार्यक्रमले अलि राम्रो प्रचारको खाँचो क्षेत्रलाई ️,1
दुध कोदुध पानी पानी छुट्टाउने मात्रै पत्रकार प्रकश जि️,1
पत्रकार भनेको प्रकाश सर हुनुपर्छ सत्यतथ्य भन्न कहिले हटेनन शब्द शब्दमा दम,1
रजतपट काका प्रोग्राम नहेरी चित बुझदैन चाहे होश नेपाल नेपाल ️,1
सत्य यही खुसी लाग्छ यथार्थ विषय वस्तु निडर भएर बोल्ने गर्नू रजतपट जय होस,1
गीत सङ्गीत ठगी हरु नेपालमा छ्न ठगी पर्ने एउटा व्यक्ति मध्येको पर्छु तपाईंको काम एकदमै प्रशम्सनिय योग्य तपाईंको कामको सम्मान,1
साच्चै मात्रै होकी प्रकाश अंकल एपिसोड नहेरेर निद्रा लाग्दैन चट्टान प्रकाश,0
रजतपट काकाले युटुप्पेहरुलाइ तह लगाउने कार्यक्रम ल्याएको मज्जा आउने,1
प्रकाश दाईको बोली मै दम,1
प्रकाश दाइको प्रोग्राम सारै मन,1
किनकिन प्रकाश अन्कल भिडियो छुटाउन मन नलाग्ने बनासके भनेको,2
रोहित जि सलाम हजुरको विचारलाई हैन प्रतिष्ठानले पाउनु पैसा अनि बुबाले सम्मान पाउनु श्रोता हजुरको साथमा यार चोर्न अलिअली हैन दर्जन बढि रे डाँका हरुलाइ टाँका लाउने हान्नु नपुग्या,0
आज दुर्गेश माया पो लाग्यो बुद्धिको ढकन खुल्यो क्या कीटो,2
बिना संकोच बडो गर्वको अरुको सिर्जना चोर्ने फटाहा हरुलाई प्रचलित ऐन कानुन कडा कडा कारवहि पर्छ्,0
प्रकाश अँकल प्रोग्राम आएसी नहेरी निदाउन सक्दिना भन्या जय होस प्रकाश अँकल काका️,1
प्रकाश जि सपोर्टमा 2 पैसाका कलाकारलाई ठिक लगाउनै,1
खानाको व्यवस्था बैनी जोई गरिदिएका रहेछन् खाना मीठो मानेर खाय,1
काका कार्यक्रम हेरेर दिमाग फ्रेस,1
याे अङकल काे प्राेग्राम नहेरि बस्नै सकिन्न रबि काे हेरिन्थाे अहिले प्रकाश अङकल जिन्दावाद,1
कृष्ण कँडेल तँ चोरै देखेकै महान् छौ प्रकाश दाइ,1
प्रकाश दाईको विशिष्ट कार्यक्रम चाँहि सहि लाग्छ,1
एकदमै राम्रो कार्यक्रम समाजमा भएका बिकृतिहरु ल्याउँदै जानु सफलताको शुभकामाना प्रकाश सर,1
बढ्नुसहोस प्रकाश जी तपाइको दर्शक हरु छौ प्रश्तुती कार्यक्रम हिट बनाउछ,1
भनेपनि चाहिँ हजुरकाे फ्यान हाे तपाईंको कार्यक्रम मनपर्छ,1
यथार्थ पचाउन गाह्रो भछ चोर हरुलाइ अन्कल प्रोग्राम खोजेछ्न अवस्था गर्नुहुन्न है कार्यक्रम,0
हजुरको कार्यक्रम सफल हजुरको कार्यक्रम हुनु हुदैन,1
दुर्गेश जी हजुरको घमण्ड मिडिया जादा तयारी भएर जानु पर्ने गीत थाहा गाउने कोसिस भयो,0
प्रकाश काकाको जय,1
रजटपट अन्कल कार्यक्रम एकदमै मन पनपर्छ,1
स्वयं आफुलाई महान सम्झेर बसेको,1
उ तुच्छ हुनै सक्दैन,0
प्रकाश अंकल हजुरको जय ️ नेपाल,1
राम्रो कार्यक्रम,1
२० बर्ष बाट हेरिरहेको मैले प्रकाश जि कार्यक्रम होस राम्रो,1
मन पर्ने प्रोग्राम रजतपट बागिना प्रकाश दाइ सम्पुर्ण टिम बधाइ ️️,1
मौलिक गायक गायको कपि गायको गित बजाउनु झन उत्तम,1
दिमाग फ्रेस कार्यक्रम हेरे,1
सत्य पचाउन गाह्रो कलाकार हरुलाई,0
हुदैन रजतपट हुदैन सबैले हौसला दिनु,1
हालतमा हुँदैन कार्यक्रम,1
हिरो हिरोईन नाटक चुरिफुरी,0
बिन्ती प्रकाश सुवेदी सर प्रोग्राम हालतमा हुनु हुदैन प्रोग्राम अझ खराब कलाकार पर्दफास तै भएर प्रोग्राम नगरिओस,0
देखाउनुहोस् रजतपट हुनु हुदैन प्रकाशजी हजुरको साथमा छौ,1
आधी तुफान आय कोसैको बाउले कैही सक्दैन चिप्लेटि काका,0
यक हीरो काका सलाम नेपाल नेपाल,1
कार्यक्रम भयो नेपाली फिल्मी वहिस्कार गरिन्छ,0
कार्यक्रम निरन्तरता अपेक्षा गर्द्छु,1
कार्यक्रम हुनुभएन,1
रजतपट जिन्दावाद,1
एकदमै यथार्थ लाग्छ कार्यक्रम,1
हालत हुनु हुँदैन है कार्यक्रम मन पर्छ️,1
प्रकाश जी यथार्थ कुरालाई निर्धक्क भएर सम्प्रेषण सक्ने क्षमता व्यक्तित्व हुनुहुन्छ कर्तव्य पुरा गर्नुहोस् तपाईलाई समर्थन संधै,1
हालतमा कार्यक्रम हुदैन प्रकाश सुवेदी सर नेपालको सत्य तथ्य बोल्ने रंग पत्रकार भनेकै हजुर,1
रजत पट कहिले आउँछ भन्दै पर्खेर बस्ने चाहिँ दुख लाग्यो जस्ले नगर्नु है प्रकाश दाइ,0
हेम दाजुको एउटा चित्तबुझ्दो है अरुसङ पैसा उठाएर सहयोग समाजसेवा आफै दुख कमाएको पैसाले सहयोग समाजसेवा,1
मागेर समाजसेवा हुदैन पेट पाल्ने तरिका भनाइलाई मज्जा संगले उदारहण नाम सहित प्रष्ट पारिदिनु भो हेम सरको जय होस,1
निडर बिचार तन‌मन धनले सहयोग हेम दाजु नमन तपाइ दुखि गरिब लाइ सहयोग तिब्र इच्छा,1
एउटा सारै चित्त बुजो क्रिकेट रंगसाला चै कसैसंगमागेर सरकारबाट अनुदान लिएर नमन हेम सर,1
हेम दाइ रबि जि टेबल टक हेर्न मन ल चिप्लाउने अङकल कस्ट गर्दिनु,1
सलाम हेम थापा सर सोचई चोटि मन छुने भयो ️,1
नदेखेको रहेछु मैले सामाजिक मिडिया टिभी,0
निस्वार्थ भाव सच्चा देश भक्ति निडर ब्याक्ती हेम दाइ हुनुहुन्छ,1
हेम थापालाई पहिला चिनेको भिडियो हेरेपछि लाग्छ दिल खोलेर सहयोग व्यक्त्ति मन पाप नभयेको दयालु सोभाबाको मान्छे चाही,1
रबि दाइ हेम दाईको टेवल गराउनु पर्यो यहि स्टेजमा रजत पट अन्कल,2
हेम सर एकदमै सत्य स्पष्टवादी हुनुहुन्छ खुशी लाग्यो ️,1
राम्रो बिचार हेम दाइ हजुर जिबन सुखमय बितोश सुभकाममा️️,1
मागेर समाजसेवा कहिले हुदैन गोहिको आँसु झारेर समाज सेवाको नामले पेट पाल्ने गतिलो जापड,0
हेम दाईको सुनेर मरि लानु अाका थियौ त्यस्तै जानू थोरै दिन दु खि हरुलाई सहयोग मन पर्यो,1
हेम सर सचा समाज सेबि हुनु गाँस काटेर गरिब दुखिकाे सेवा पुन्य कमौनु ️ नेपाल,1
सत्य बोल्ने मान्छे हेम थापा दाइ ️,1
सकारात्मक सोच भएका हेम थापा यतिका सहयोगमा लगानी गर्नुको नेपालको ठाउँमा क्षेत्रमा लगानी गरिदिएर बेरोजगार नेपाली युवा युवतीहरुलाई रोजगारको सिर्जना गर्नुहोस् बरो,1
हेम 100 महान भनेको भुक्ने,2
पैसा बाढ्नु मात्रै सहयोग हैन हेम सर कसैको समस्यामा उसको शब्द बोल्नु ठूलो सहयोग,1
प्रकाश काका एकदिन रजटपटमा अन्तर्वाता दिन मन लागेको सर्वसाधारणबाट,1
हजुरको बिचार ठिक दाजु बिदेशी भुमिमा रहेर नेपाल नेपालीको कति माया सच्चा देश प्रेमि धन्यवाद,1
समाज सेवा गर्नेले हेमा थापा माया थाहा बाट सिक्ने होकि,1
जय नेपाल,1
मनको सफा धनी मान्छे हेम जि अहिलेको युगमा कस्ले पो येत्तिका दान गर्छन नराखी नराखी सोल्युट हेम जि बिचार,1
देखाउने दात चपाउने दात भयका हरु छ्न,2
भएपनि सलाम हेम सरलाइ,1
राम्रो बिचार तपाईंको बिचारलाई सलाम हेम थापा,1
सच्चा देशभक्त हेमथापा ज्युलाई कोटि कोटि सलाम रवि लामिछाने बारेमा बोल्नुभयो 100 सहि,1
भिख मागेर काम हुँदैन,0
तेह्रथुमे पो हुनुहुदो रहेछ खुशी लाग्यो हजुरको अन्तर्वार्ता हेरेर्️,1
यिनि दाजुको सहि बिदेश बसेर नेपाली सहयोग छ्न यसका सलाम हेमराज दाजुलाई,1
शुद्ध मिठो गफ लाग्यो,1
जुङ्गेकाकालाई मान्छेलाई जुधाउन खुब रमाइलो लाग्छ अहिले मिडियामा नेगेटिभ कमेन्टवाला खुराक पेस गर्नसक्यो त्यही हिट जमाना,0
साच्चि यस्ताे राम्राे बिचार भएकाे मान्छे रहेछ सलाम हजुरलाई ️,1
सहि लाग्यो है,1
बढ्नुस शुभकामना,1
मागेर समाजसेवी समाजिक अभियन्ताहरु नेपाल हेम थापा असली समाजसेवी,1
कुरो थाहा भएन हेम थापा दाई महान सच्चा एउटा निडर समाजसेवी यहाको सधैभ समर्थन छन,1
मेरा पुर्खाको गृहजिल्ला तेर्हथुम पाथिभारामाता आर्शिवाद मिलोस भाई सहित परिवारलाई जयहोस,1
धन अनि मन दुबै चिज ब्यत्ति 17 करोड समाज सेवामा खर्चिन सक्नु भनेको चानचुन,2
हेम राज सर भन्नु ढिलो कडा हेम सरलाई सलाम,1
दाइ हेम थापा महान समाजसेबि नेपाल महान छन हेम थापा,1
सहयोग गर्नुभयो राम्रो काम आमालाई १८ वर्ष नभेेटेर आमाको होस गुमेपछि आएको देख्दा सारै दुख लाग्यो दाजु,1
जम्मा 12 घन्टा मत्र ड्राइभ दिन्छ 18 19 घन्टा ड्राइभ गर्यो दाजुले,2
200 माग्येर समाज सेवा बोल्दै समाज परिवर्तन हुँदैन आफै कर्म सेवा ठूलो उहाँप्रति हार्दिक श्रद्धाञ्जली,1
अति सरल सालिन समाज सेवि हेम दाजु प्रती नमन नमस्कार नेपाली रंगमञ्चका लेजेन्ड पत्रकार प्रकाश सर आभार प्रकट चाहान्छु गल्लार्मर गफमा हेम दाजु अथितीका रुपमा उपस्तिथि गराउनु भाकोमा हाल बहराइन सुन्दै हेर्दै,1
मनै सलाम हेमराज थापा सरलाइ एक्दम राम्रो बिचार हजुरको सलाम,1
खस्राे नमिठाे लाग्छ थापा सर मन पराे हजुर दिनदुखिकाे समाजकाे माहान हुनुहुन्छ,1
याे फटाहालाई अन्तरवार्ता लिनु भयाे प्रकाश सर,0
राम्रो बिचार अनि सहयोगि मन हजुर प्रगती उन्नति कामना सहयोग लिए लिनुपर्छ रबि आत्मा कालो 100 सहि हेम थापा दाजु पुरा समर्थन,1
व्यस्तता हुँदा अनलाइन आउन नपाए अन आउँदा सबैभन्दा हेर्ने च्यानल प्रकाश सरको कार्यक्रम नेपाल नेपाल,1
दाजुले कुरात ठिकै गरे लाग्यो,1
शोमा चर्चित गायक रमेशराज भट्टराईलाई हेर्न मन प्रकाश दाजु ल्याउनुहोला है,2
पत्रकार उस्तै गेस्ट बोलाउनु आज राष्ट्रबादी दाजु सलाम,1
राम्रो काम हेमराज सरको अनि राम्रो पत्रकार प्रकाश सर,1
जिभिना साच्चिकै समाजसेवी लाग्छ,1
हेम थापा जि सार्ह्रै चित्त बुझ्ने वास्तविकता कुराे गर्नुभयाे,1
हजुरको बिचार ठिक दाजु बिदेशी भुमिमा रहेर नेपाल नेपालीको कति माया सच्चा देश प्रेमि,1
तनमन धन सामदाम दण्ड भेदको धनि ब्यक्ति हेम थापा,1
हेम दाईको सोचाई बुझाई राम्रो दुखी,1
गरीबलाई सेवा गरेकोमा हजुरलाई भगवानबाट मेवा मिलोस सलाम हेम दाई हजुरलाई,1
नेपालमा रबिको अन्ध भक्त छन हेम सरको एक्दम ठिक लागो,1
मान्छेलाई ल्याउनुभयो आज खुशी लाग्यो हेम थापा बिचार काम नमन,1
हेम थापा दाइ अपिल त्रिपाठी दाइ मान्छेको खाचो आम नेपाली जनतालाई,1
मनको सफा धनी मान्छे हेम थापा ️️,1
कौडी मान्छे थाहा भको अनि अस्ति जन्म दिने आमा बिर्सेरा अनि आमा चिन्ने भयसि आउने आमा कस्तो हालत दुनियाँ सयोग गर्यो उति सयोग गरे भन्नू पहिला आमा ख्याल राख्नु अचम्म छन नेपाल् पागल पागल,0
चन्दाको धन्दा धुर्मुस् रबि लगायतलाई राम्रै चिनेका जनताले अनि प्रचण्डप्रतिको यिन्को सम्मानलाई मन नमन,1
जस्ले भनेपनी महान हुनुहुन्छ हेम सर,1
सलुट साह्रै सहयोगी हुनुहुन्छ,1
जमानामा आयर १७ १८ करोड सहयोग भनेको सानू नेपाल नेपाल नेपाल नेपाल नेपाल धन्यवाद,1
हेम थापा सर सुन्दा रवि सर स्वास्थ्यी लाग्यो,2
बाबू आमाको खयाल नगर्ने हेम नेपाल आउँदा आमाले चिनुभयन दुखलाग्यो,0
सत्या सोच विचार मान्छे रहिछन् हेम दादा नमस्ते,1
100 रूपैयाँ बाड्दै ति दुखि दिन हरु सूखी परिवर्तन भय रवि सर बारेमा नराम्रो भनुस् उहाँ रबि सर,2
हेम सर नमस्कार,1
यत्ती सम्मका दानविर हुदारहेछन वहाँ सुनेर छक्क परे,0
चित्तबुझदो जवाब दिनुभएकोमा,1
दुवैजना सरहरुलाई धन्यवाद,1
हेम सर मलाइ निकै राम्रो लाग्छ आज खै रबि सर धुर्मुस प्रती दुख हुनु भयो,0
वाओ हेम सर सलाम वास्तविक हिरो भनेको,1
यक दम सहि हेम दाइ जतिकाे समज सेवा मान्छे नेपालमा,1
सहि भो,1
कार्यक्रम अत्यन्त मन कार्यक्रमलाई कसैको आँखा नलागोस,1
हेरे सुने सत्यतथ्य बोल्ने बोल्ने निडर हक्की स्वभावको व्यक्ति लाग्यो नमन,1
सत्य सच्च विचार भएका हेम थापा,1
राम्रो सग चिनेको थिइन उहाँ दम चित्तबुझ्दो लागेयो️️️,1
सिधा अनि प्रष्ट दिलवाला वक्ता,1
प्रकाश सुबेदिले अन्तर्वार्ता दिने मान्छे भेटेनछ,0
सारै उत्कृष्ट तितो सत्य अन्तरबार्ता️नमन हेम थापा सर हजुर सुवार्थ सोच भको 5 जना जति नेता नेपालले छिटोभन्दा छिटो काचुली फेर्न नेपाल नेपाल नेपाल नेपाल कतार बाट हेर्दैछु,1
खास सामाजिक अभियन्त भनेको हेमराज आफुले 10 नग्र खियाएर सहयोग सलाम हेमराज जि,1
हद पागलपन,0
सहिलाई सहि भन्नुपर्छ राम्रो काम सलाम हेमा थापा दाइलाई,1
ठिक लाग्यो है मलाइ चाहिँ हेम थापा जि,1
प्रकाश सर एबम सम्पुर्ण ग्ल्यामर गफ टिम बिनम्र अनुरोध गर्दछु संभव रबि जि सिताराम जि ग्यानेन्द्र जि टेबल यानी लिएर आउन,2
खान नपाए पागलको पैसा लिनु भोकै बस्नु राम्रो पैसा दिन्छ अनि सत्य सराप बस्छ,0
हेम थापा दाजुप्रती सलाम वहाको स्पस्ट बोलाई दिन दुखिका सहयोगी मनका धनि दाजुलाई कोटीकोटी प्रणाम,1
यस्ता मुजि हावा पागलको अन्तवार्ता लिएको प्रकाश सर तपाईँ उच्च सम्मान आज बाट अलि कम भयो प्रकाश सर,0
सहि मान्छे,1
मान्छे ठिक जय देश जय होस हेम थापा सर,1
100 सहि हेम दाइ मनि समति दाइ मान हुनुहुन्छ दाइ,1
पैसा ठुलो हेम राज सर अहिले पर्यो नेपाल होस बिदेस रबि गुहार्नु हेम राज,2
हेम जि राम्रो सन्ङ्ग चिन्छु ठगेको सबैलाइ थाछ अमेरिका नेपाल,1
सहि हेम दाजु ️️ नेपाल नेपाल नेपाल,1
एयर पोर्ट ताम झाम देख्दा बोलाकाइ होकि लागेको हैना रैछ उहाको सोच बिचार सहमत️ उहाँ दानी सन्सार बिरलै होलान दाइ जय जोस,1
सहयोगि भावना भएका ब्यक्ति हेम दाजु,1
जस्ले राम्रो काम त्यस्लाइ खुट्टा तान्ने छन सतिले सरापेको देश छलङ हेम थापा मान्छेले राम्रो काम सक्दैनन्,0
समाज सेवा ३ ब्यक्ती रबि लामिछाने हेम थापा दाजु धुर्मुस आ ठाउमा उत्तिकै सम्मानिय हुनुहुन्छ दाजु हरु मिलेर बढ्नुस राम्रो काम गर्नुस विवाद कोहि माथी जाँदैन,2
कति हास्नु यार,2
सिरियस‌ छानबिन जरुरी,0
सारै मन पर्ने भयो हेम ब्रो नेताको बारेमा चै हुनुहुदो रैछ मन पर्ने छैनन,1
नो बनावटी कुराहरु निर्डर हेम थापा हजुरको कल्याण होस दुखी अहसायहरुलाई सहयोग,1
गरिब दुखिको एउटा देउता जस्तोहुनुहुन्छ तपाइको माहन बिचार सहयोगि मनलाइ धन्यवाद हरुलाइ,1
धन्यवाद हेम थापा दाजु हजुरको सोच काम तारीफ़ योग्य नेपाल नेपाली प्रती माया देखीन्छ आगामी दिनमा यस्तै काम जानु भगवानले तपाईंलाई आशीर्वाद,1
हेम थापा जी खरो ब्यक्ती तो समाज सेबी मन देखी धन्यबाद वाहा,1
राम्रो लाग्यो कमेन्ट अति उत्तम प्रश्न सटिक उत्तर वहाँ सकारात्मक सोच वक्ता लाग्यो ग्यामर गफ राम्रो हुँदैछ जदौ,1
टक्लेको सुन्दात मैले यत्रो सहयो गरे चर्चा भयन कुराको आसय बुझियो साला पातकि,0
साच्चै महान बिचार मान्छे एतिको मान्छे मैले आज देखिन,1
हेम सर मन सफा मान्छे हुनुहुन्छ,1
अमेरिका जाना चाहान्छु सर सहयोग पुर्न आसा,1
इन्टरभियु दिनेर लिने दुबैको सुनेर लास्टै हासो लाग्यो पागल मुजिहरु दुबै पैसा बाडे भन्दैमा रबिसरको खेदो खन्ने अधिकार तलाइ मुजि जाठा,0
सहि 1000 हेम थापा दाईको भनाइ,1
ठिकै हाे,2
24 घण्टमा 12 घण्टा लाइभमै बस्छन दाजु,2
18 20 घण्टा काम कति खेर गर्दा रैछन,2
ठिक हेम थापा राम्रो नेता कोहि,1
बुवा आमा राम्रो सङ नहेर्ने अनि समाज सेबि गरे,0
हेम दाजु सलिउट हजुर बिदेश दु ख नेपाल दु ख पाएको सहयोग सबैको आशिर्वाद लागोश हजुर ️️️️,1
राम्रो बिचार हजुरको,1
अाज चिने अाजै मन पर्यो ️,1
हेम थापा बिचार धारणा सहि,1
मागेर समाजसेवा हुदैन पेट पाल्ने तरिका,0
पूर्ण अधिकार धारणा दुखि गरिबलाई सहयोग अाफ्नै कमाइबाट सहयोग श्रमजीवीहरुबाट उठाएर हैन,0
रबि सर हेम सर यसै ट्याब्लेट टक गराउनु पर्यो है हजुर,2
१६ १७ बर्ष जन्मेको देश बल्ल आउनु भा उहाँ जि ल ल बधाई,1
हेम दाइ मानबिय हुनुहुन्छ अति राजा वचन पचाउन सिक्नुहोस तपाइलाइ हौसला दिने छन बिरोध छन,2
बुढाले छोरालाई डक्टर बनाएछन अनि चाहियो सम्पत्ति राम्रो लाग्यो है,1
हेम दाई रबि दाइ ठाउँ राखेर हेर्न मन,2
बिचार राम्रो लाग्यो ️️️️️,1
वाह हेम थापा सर सलुट १०० सहि कुरो चित्त बुझ्यो ️,1
हेम थापा दाइ सलाम,1
सरको बडो राम्रो लाग्यो,1
हेम थापा दम सहि मान्छे हुनु मन सफा भाको गाली नगर्दा,1
समाजसेवी मात्रै भनेको बिश्लेसक अनि हसाउन माहिर हुनुदोरहेछ प्रसंग ज्ञानेन्द्र पुन्य गौतम छान्ने क्रमको,1
रोएर मागेर समाज सेवा समाज सेवा आफैले सक्नुपर्छ लास्टै दर्रो हिट हान्दियो दाजुले,2
रबि दाइ हेम थापा दुबै नेपालको महत्त्वपूर्ण दुबै जनालाइ ठाँउमा राखेर तितो भ्रम हटाऐदिनुपर्यो,1
सहमत हेम जि कुरामा,1
नमस्कार हेम सर वास्तव महान अरुले भनोस त्यसको प्रभाव नपरी बढ्नु हजुर सुभकामन,1
हेम जि तपाइले भयेको समाज सेवा प्रती दन्नेबाद समाज सेवा शैली फरक स्वो इच्छाले दियेको खर्चलाई ठगी नभनौ,2
हेम दाइ हजुर एकदमै सहि लग्यो,0
हजुर्लाई सलाम १८घन्टा काम गरिबका भनेर काम हजुर्लाई दुख पिर कैले नहोस,1
सत्य तितो यक्लै हेमसरको बिचार कार्यसैली साच्चिकै महान सलुट,1
सत्य बोल्नु भो होनी अभियन्ताभनेको राम्रो बिचार सर सुभ कामना यस्तै काम जानु जीवन सुखमय रहोस्,1
तपाइको बिचारलाइ उच्च सम्मान हेम थापा सर,1
ल काका रबि सर भाङ्गग्रेलाई टेबुल राखेर गराउनु पर्याे काका पर्या् दूध काे दूध पानी काे पानी था काे घटिया रहेछ था,2
शही भन्नू भो हेम सर,1
पागल ल्याको यार,0
रजतपट दाजु धनी हरु ल्याउने कार्यक्रम योगदान तर्क मान्छे ल्याउनुस सुन्दापनी मज्जा आओस,0
हेम दाई तपाईले रवि सर जति काम देखाउनु पहिला रवि सर भनेको देश जनताको हिरो तपाईले रवि सर सङ्ग 1 तुलना सुहाउँदैन,0
सारै राम्रो बिचार हेम दाइको सत्य तथ्य यतार्थ भन्नु भयो जेजे जस्का बारेमा बोल्नु भयो सहि भन्नु भाको आखिरमा उहि,1
धन्यवाद हेम दाजु रजत पट अन्कललाईसत्य तितो,2
रहेछन् यिनी आज चोटि देख्ने मौका मिल्यो जय होस,1
कति हास्नु 18 करोड हिहि नसकिने भयो,2
उसको इच्छा सहयोग लिने रबि मात्रै काट्ने फतहा मान्छे,0
नेपालको बिलगेट हेम थापा दाई,2
हेम थापा रवि लामिछाने ज्यु राखेर छलफल गराउन पर्यो,2
धुर्मुस सुन्तलि ज्यु हरूको जग जाहेर,1
धन अनि मन दुबै चिज व्यक्ती १७ करोड समाजसेवामा खर्चिन सक्नु भनेको चानचुन नेपाल,1
हेम जि 1000 सहि हुनुहुन्छ,1
समाजसेवी हरु घमन्ड गर्छन त्यस्मा हेम थापा खपिनसक्नु धुर्मुस रबि नेपाल आएर देखाउनु हिम्मत अर्का बाट उठाको अनुहार हेरेको आफुनी मागेर सब्बै आफै होइना नेपाल छोडेर गाको नेपाली भन्नु,0
दमदार अंतरवार्ता हजुरहरु दुबैलाई प्रणाम,1
रबिको मन कालो यसमा दुइमत,0
यस्ता तोर्पे सुनेर हास उस्ठ अाफ्नो अामा दाजु छाप्रो राखेर उति दान भन्छ मुला फटा यस्को पत्ताउनि जति सब महा फटा,0
हेम थापा कुरामा १० सत्यता गफ दिन चै चलाख छन,0
दुनियाँमा सहयोगी छन असल छन चेतना नभएको ब्यक्ति मान्छे,0
समाजसेबी निस्वार्थ काम मनकारी दाइ,1
माहान समाजसेवी हेम थापा हार्दिक नमन,1
आमा १७ १८ वर्ष पंछी आमाले छोरो नचिन्ने भयपछी बल्ल आमाँ भेंटन आऊने सहयोग आमाको हालत भयको,0
तेरीमा चोर यस्ता पनी अन्तर्वार्ता लिन्छस प्रकाशे,0
वाह सहि दादाले भन्नू भको चित्त बुझ्नेकुरा️️️,1
प्रकाश जि,2
आफुले कमाएको पैसा समाज सेवामा खर्चिने हेम जि सलाम,1
राम्रो मान्छेलाई बोलाउन पर्यो रबि दाइको,0
जस्ले सुकै भनेनि हेम निस्वार्थ भावना मान्छे कोहि,1
हेम सर मैले भेटेको वाहा ब्यक्ति माहान भये हुन्थ्यो नमन हजुर,1
मान्छे रबिको लोकप्रियता जलेको पैसा बाडेर राम्रो लोकप्रिय बनिदैन बोल्ने तरिका सब्यता शैली चाहिन्छ,0
१०० इपिसोडमा २८ इरिसोड चलाउन बाकी राम्रा मान्छे काहा बाट भेट्नु सबैको कलाकारको चित्त दुखायको कार्यक्रमले मुकुन्दे टिकटकर युटुबेको पालो रेडी हुम है कैले पालो आउछ,0
फेसबुक लाईभ बोल्दा पागल बोलेको लाग्थ्यो हेम दाजु साहसी निडर सत्य बोल्ने व्यक्ति हुनुहुँदो रहेछ कुरो आज आएर मैले बुझे,1
हेम सर काम राम्रो रबिको लागेको,1
20 घन्टा काम गर्नी अरे अनि लाइभमा मात्रा हुनि अरे मिल्योकी मिलेन,2
हेम दाइले रोल्पा दैबिक प्रकोप परेका हरु हाल साम्म १ लाखा सहयोग सक्नु,2
कुराे जेसुकै भएपनि आफुलाई पैसा नराखी यि कुइगन्धे अभियान्ता नामका कमाउ धन्दामा लागैका कुलङ्गारहरुलाई पैसा नबाड्नाेस् तपाइकाे कुराे सुन्दा सहयाेगकाे नाउमा अति दानबिर नबन्दा ठिक कलियुगकाे नियम पालना दान गराैँ,2
सहयाेग अनि प्रचार रबि बराबर पपुलर सक्दैन साह्रै पिर रैछ,0
केहो सत्य तेई आवोस घर परिवार मिडिया ल्याउनु परो,2
रजतपट अङ्कल नमस्ते अस्तिको कार्यक्रम 100 भाग पुगेपछि गर्छौ भन्दै हुनुहुन्थ्यो साचो रजतपट कहिले हुनु हुँदैन प्रकाश अङ्कल मात्रै बिचार नभएर दर्शक भनाइ,1
हजुरको बाट अपेक्षा हजुरले १ लाख दिदाँ मन दुखेर,0
प्रकाश शुबेदि भन्नदा खुलेर बयान दिने हेम थापा रहिछन् जय हेम थापा,1
देस जँनता गरिब योगदान तेसले औतारी भएर जनम लिनु सत्ये,0
नेपाली भेडा जन्ता चाहिँ जस्ले चिल्लो मीठो गर्यो उसैको सपोर्ट गर्छन,0
रबि धुर्मुस आलिचना बोलाउनु भयो इन्टर्भ्यु चुल्ठे अन्कल जि,0
यहानिर चै सत्यता निडर रबि डराएको भनेपछि सक्कीगोनि,0
सच्चा नेपालिकाे सच्चा अभिब्यक्ति,1
समाजसेवा भन्छ रबीलाई चॉही कीन नराम्रो भनेको होला…,0
